[ T-Deposit ]
    title = [t-deposit] in region mesh
     mesh =  reg            # mesh type is region-wise
# kf/name :  0        
   mother =  all            # (D=all) number of specific mother
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          99 (  0)           0 (  0)          99 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1

x: Serial Num. of Region
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h:   x      n     n          y(all     ),l3 n   
#  num    reg     volume       all       r.err 
    1       1   1.0000E+00   0.0000E+00  0.0000
    2       3   1.0000E+00   0.0000E+00  0.0000
    3       4   1.0000E+00   0.0000E+00  0.0000
    4     100   6.5860E+00   0.0000E+00  0.0000
    5     200   8.3561E+00   0.0000E+00  0.0000
    6     300   8.3071E-03   7.0185E-15  1.0000
    7     301   3.3512E-02   6.9184E-15  1.0000
    8     302   1.0566E-02   6.8715E-15  1.0000
    9     303   4.2430E+00   1.6172E-14  0.5733
   10     400   1.0416E-01   1.3203E-14  0.4130
   11     401   2.7920E-01   1.4295E-14  0.4108
   12     402   7.0133E-02   1.3157E-14  0.4018
   13     403   3.5142E-02   1.2906E-14  0.4061
   14     404   7.0301E-02   1.2892E-14  0.4065
   15     405   1.3754E+01   2.3585E-14  0.3170
   16     500   6.2995E-02   1.2603E-14  0.3621
   17     501   1.5350E-02   2.1554E-14  0.6990
   18     600   1.7928E-02   7.3973E-15  0.7313
   19     700   7.9545E+00   4.4900E-15  0.5831
   20     800   1.0234E-02   6.4189E-15  1.0000
   21     801   1.2254E-02   8.5460E-15  1.0000
   22     802   2.0469E-02   8.2061E-15  1.0000
   23     803   5.1434E-02   8.5607E-15  1.0000
   24     804   1.0331E-02   8.2759E-15  1.0000
   25     805   2.0706E-02   8.2463E-15  1.0000
   26     806   2.0766E-02   8.2265E-15  1.0000
   27     807   2.0824E-02   8.2569E-15  1.0000
   28     808   1.1436E+00   5.8104E-15  1.0000
   29     900   1.8011E+00   1.0099E-14  0.5609
   30     910   2.8370E+00   1.9178E-14  0.6640
   31    1000   1.1120E+02   2.3852E-15  0.3696
   32    1010   2.2625E+02   1.1904E-15  0.3098
   33    1100   4.3693E+01   0.0000E+00  0.0000
   34    1110   1.3160E+02   1.0380E-16  1.0000
   35    1200   7.5384E+01   0.0000E+00  0.0000
   36    1210   3.3550E+02   0.0000E+00  0.0000
   37    1300   5.9705E+01   1.7434E-15  0.4677
   38    1400   9.0901E+01   1.9596E-15  0.5643
   39    1500   2.0914E+01   2.3030E-16  0.7429
   40    1600   5.4254E+01   2.6066E-15  0.4571
   41    1700   4.4999E+01   8.5133E-16  0.7689
   42    1800   2.0890E+01   2.7455E-15  0.8614
   43    1900   8.2305E+01   1.3846E-16  1.0000
   44    2000   7.7782E+01   0.0000E+00  0.0000
   45    2100   3.4728E+01   0.0000E+00  0.0000
   46    2200   5.5216E+01   2.3843E-16  1.0000
   47    2300   6.2095E+01   1.5058E-16  1.0000
   48    2400   1.7240E+01   6.2279E-15  0.4000
   49    2500   3.2549E+01   5.6012E-15  0.4463
   50    2600   2.1411E+02   3.6169E-14  0.0452
   51    2700   3.1255E+02   3.9595E-14  0.0509
   52    2800   1.2822E+02   7.0915E-17  0.7589
   53    2900   2.2257E+02   3.0383E-16  0.7585
   54    3000   4.0282E+01   0.0000E+00  0.0000
   55    3100   1.2654E+02   0.0000E+00  0.0000
   56    3200   1.4891E+02   0.0000E+00  0.0000
   57    3300   5.7861E+01   0.0000E+00  0.0000
   58    3400   2.8616E+02   0.0000E+00  0.0000
   59    3500   5.0003E+02   0.0000E+00  0.0000
   60    3600   9.0605E+01   0.0000E+00  0.0000
   61    3700   9.1111E+01   0.0000E+00  0.0000
   62    3800   2.3048E+02   0.0000E+00  0.0000
   63    3900   2.3841E+01   1.4466E-14  0.2290
   64    4000   2.8157E+01   1.6102E-14  0.2823
   65    4100   1.3784E+02   2.4784E-16  0.5146
   66    4200   4.1231E+02   5.1231E-16  0.5724
   67    4300   8.6396E+01   6.3648E-16  0.3315
   68    4400   2.5513E+02   8.2923E-16  0.3837
   69    4500   6.3899E+01   2.7373E-15  0.2602
   70    4600   8.5982E+01   2.9655E-15  0.2760
   71    4700   3.7603E+01   1.4450E-14  0.1805
   72    4800   6.6963E+01   1.2901E-14  0.2227
   73    4900   1.0810E+02   1.4506E-15  0.2894
   74    5000   2.5177E+02   1.8245E-15  0.3399
   75    5100   8.2025E+01   7.7750E-16  0.5040
   76    5200   2.2745E+02   7.7226E-16  0.5047
   77    5300   4.2143E+01   1.0549E-15  0.6842
   78    5400   1.4719E+02   6.4693E-16  0.7650
   79    5500   8.8513E-01   2.0534E-16  1.0000
   80    5600   4.7854E+01   1.1978E-15  0.7663
   81    5700   3.8179E+01   1.1689E-16  0.6654
   82    5800   6.3103E+01   1.5669E-15  0.4214
   83    6100   1.2964E+03   6.6309E-14  0.0345
   84    6200   1.6141E+02   4.3100E-15  0.3865
   85    6300   1.0038E+02   1.9324E-15  0.7334
   86    6400   1.6141E+02   1.2627E-15  0.5949
   87    6500   1.0038E+02   5.7476E-16  0.9319
   88    6600   3.6688E-02   0.0000E+00  0.0000
   89    6601   1.7856E-01   0.0000E+00  0.0000
   90    6700   1.0121E+00   1.0076E-13  0.4314
   91    6701   3.0007E-01   0.0000E+00  0.0000
   92    6702   5.9379E+00   3.1088E-14  0.4423
   93    6800   3.6688E-02   3.6004E-14  1.0000
   94    6801   1.7856E-01   6.0283E-14  1.0000
   95    6900   1.0121E+00   5.9010E-14  0.3574
   96    6901   3.0007E-01   3.2267E-14  0.8377
   97    6902   5.9379E+00   6.4318E-14  0.3468
   98    7000   7.9545E+00   9.0316E-18  1.0000
   99    7100   4.6602E+01   0.0000E+00  0.0000
  100    7200   1.5067E+00   3.2485E-16  1.0000
  101    7201   1.0075E+00   3.2600E-16  1.0000
  102    7202   5.0735E+00   3.3986E-16  1.0000
  103    7203   1.5928E+02   9.0167E-16  0.6698
  104    7300   2.2115E+02   1.0533E-16  0.9662
  105    7400   1.1912E+01   8.4154E-17  0.7320
  106    7401   1.8549E+00   8.3150E-17  0.7320
  107    7402   4.6631E+00   8.2867E-17  0.7316
  108    7403   7.1106E+02   1.7493E-16  0.5036
  109    7500   4.3487E+01   9.2251E-17  0.7418
  110    7501   2.2574E+02   2.4098E-16  0.6421
  111    7600   4.2962E+00   4.6444E-16  1.0000
  112    7601   3.1071E-01   3.7554E-16  1.0000
  113    7602   1.0404E+02   4.0253E-16  0.7077
  114    7700   9.6161E+01   2.8162E-16  1.0000
  115    7800   3.5523E+00   0.0000E+00  0.0000
  116    7801   2.5706E-01   0.0000E+00  0.0000
  117    7802   6.2594E+01   0.0000E+00  0.0000
  118    7900   5.7687E+01   3.1806E-16  1.0000
  119    8000   2.1197E+00   1.0568E-15  1.0000
  120    8001   1.5444E-01   1.0517E-15  1.0000
  121    8002   6.4120E+01   3.1053E-16  0.9873
  122    8100   2.8851E+01   2.2353E-15  1.0000
  123    8200   2.9158E+00   0.0000E+00  0.0000
  124    8201   2.1191E-01   0.0000E+00  0.0000
  125    8202   1.0552E+02   5.4022E-16  0.9134
  126    8300   4.8080E+01   0.0000E+00  0.0000
  127    8400   4.0753E+00   0.0000E+00  0.0000
  128    8401   2.9530E-01   0.0000E+00  0.0000
  129    8402   4.9962E+01   0.0000E+00  0.0000
  130    8500   7.6916E+01   0.0000E+00  0.0000
  131    8600   3.0181E+01   0.0000E+00  0.0000
  132    8700   2.7677E+02   6.4780E-16  0.5037
  133    8800   3.4906E+02   8.8724E-16  0.5993
  134    8900   1.4172E+02   1.4590E-16  0.6493
  135    9000   3.5590E+01   0.0000E+00  0.0000
  136    9100   7.1238E+00   0.0000E+00  0.0000
  137    9200   1.1896E+02   1.3269E-19  1.0000
  138    9300   2.9886E+01   7.3074E-16  0.9666
  139    9400   5.9810E+00   0.0000E+00  0.0000
  140    9500   1.7075E+03   8.4981E-16  0.2776
  141    9700   1.0345E+03   1.6712E-15  0.3812
  142    9900   1.2652E+03   1.4249E-15  0.3440
  143   10000   1.2302E+01   2.3506E-14  0.2501
  144   10100   1.2302E+01   7.3323E-16  0.7579
  145   10200   4.2497E+00   9.1149E-15  0.7098
  146   10300   1.0043E+02   4.7239E-16  0.6535
  147   10400   8.4995E+00   0.0000E+00  0.0000
  148   10500   8.4994E+00   0.0000E+00  0.0000
  149   10600   4.2383E+02   2.0172E-14  0.0782
  150   10700   7.9284E+03   1.3106E-15  0.0909
  151   10800   1.4094E+03   4.9670E-16  0.2760
  152   10900   7.3112E+03   9.3091E-18  0.6559
  153   11000   1.8060E+00   5.1316E-15  0.5251
  154   11001   9.7121E-02   4.5544E-15  0.4900
  155   11002   3.9813E+01   5.2084E-15  0.4400
  156   11003   2.0423E+01   9.2224E-15  0.5112
  157   11100   6.0117E+00   0.0000E+00  0.0000
  158   11200   6.0117E+00   0.0000E+00  0.0000
  159   11300   1.3859E+02   1.2212E-15  0.8265
  160   11400   5.9659E-01   3.8862E-14  0.6195
  161   11600   8.9275E+02   2.6800E-14  0.0469
  162   11700   1.2171E+04   8.3967E-16  0.0873
  163   11800   2.2955E+03   5.8605E-16  0.2389
  164   11900   8.2410E+03   2.2630E-17  0.6306
  165   12000   3.4801E+01   1.7037E-14  0.3503
  166   12100   3.4801E+01   1.6353E-14  0.2908
  167   12200   1.4300E+02   2.3422E-14  0.0526
  168   12201   5.8129E+00   2.1810E-14  0.0708
  169   12300   8.0106E+02   9.9124E-16  0.1500
  170   12301   2.9750E+01   1.0065E-15  0.1919
  171   12400   3.5015E+02   3.2014E-16  0.4212
  172   12401   1.4338E+01   2.0737E-16  0.3848
  173   12500   8.4983E+02   4.9891E-17  0.7100
  174   12501   3.2192E+01   2.8711E-17  0.7297
  175   12600   1.8524E+01   6.1502E-15  0.5945
  176   12700   1.7679E+02   1.1738E-15  0.5499
  177   12800   1.5079E+01   1.5413E-14  0.3389
  178   12801   3.4700E-02   7.6998E-15  0.4682
  179   13100   1.9886E+01   6.4541E-15  0.7144
  180   13200   1.8511E+01   4.9050E-15  0.5764
  181   13300   1.9995E+01   1.8377E-14  0.3953
  182   13301   3.8491E+01   1.6539E-14  0.3158
  183   13400   2.9829E+00   2.2240E-14  0.6529
  184   13500   7.4574E+00   0.0000E+00  0.0000
  185   13600   7.4574E+00   0.0000E+00  0.0000
  186   13700   3.7941E+01   2.1389E-16  1.0000
  187   13701   1.2937E+00   1.5543E-16  1.0000
  188   13800   1.9231E+02   1.0107E-16  0.8538
  189   13900   8.0307E+01   8.2925E-18  1.0000
  190   14000   3.6006E+01   1.2388E-14  0.3012

#   sum over    5.9276E+04   3.1157E-15  0.0236

'no. =  1'
msuc: {\huge [t-deposit] in region mesh}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.36}
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 1.00000000000000000E+04 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+04 # Total history number or Total batch number
# maxcas =        1000 # History / Batch, only used for istdev=1
# bitrseed = 0111011010010100011001101100101001110100011011011011110011011010 # bit data of rseed
